181-0991-1_LHL_S1_L001	181-0991-3_LHL_S2_L001	SKM_0923-1_RHL_S5_L001	SKM_0923-3_RHL_S6_L001	WT62_0987-3_RHL_S9_L001	WT62_0987-4_RHL_S10_L001	212-4281_E62SKM_RHL_Emb1_S1	212-4281_E62SKM_RHL_Emb4_S2	6132-1_Right_Gastroc_S15	6132-2_Left_Sol_S16	6132-3_Left_Sol_S17	6132-3_Right_Gastroc_S18
ENSSSCG00000003559	2724	3213	7506	6412	4242	4923	8426	7926	6150	5972	8217	5777
ENSSSCG00000003561	467	501	1289	1221	944	919	1689	1689	1188	1473	1453	1294
ENSSSCG00000003564	231	237	611	551	376	363	916	860	478	527	507	483
ENSSSCG00000003565	0	0	0	0	6	2	0	0	3	5	0	1
ENSSSCG00000003566	3329	3431	4062	4130	3877	3417	5102	4524	3622	4167	3518	3727
ENSSSCG00000003567	14	59	167	108	0	0	120	4	0	1	0	0
ENSSSCG00000003569	493	528	1698	1510	625	602	1730	1578	1007	876	1112	813
ENSSSCG00000003570	1255	1487	2888	2606	3241	2952	3623	3486	4663	4849	4732	4972
ENSSSCG00000003572	55	119	529	381	29	33	338	146	23	29	31	21
ENSSSCG00000003573	105	135	411	310	89	136	492	448	243	199	205	239
ENSSSCG00000003576	2	6	22	18	5	2	8	10	1	11	11	3
ENSSSCG00000003577	4092	4309	8248	7948	4578	4307	9289	8224	5308	5161	5992	5314
ENSSSCG00000003578	156	181	424	513	205	248	1427	1550	494	461	511	463
ENSSSCG00000003580	2714	2632	3054	2827	5053	4528	3583	3344	4501	5217	5621	4502
ENSSSCG00000003582	9	12	25	15	12	15	107	73	76	41	36	54
ENSSSCG00000003583	1649	1784	2511	2531	1660	1349	3463	2979	1705	1776	1695	1865
ENSSSCG00000003584	45	34	154	134	70	58	372	287	91	115	94	95
ENSSSCG00000003585	17	21	92	50	0	0	109	0	0	0	0	0
ENSSSCG00000003586	3215	3538	5012	5438	3370	3269	5686	6347	3826	4720	4905	3788
ENSSSCG00000003589	320	380	718	752	649	597	1071	992	1191	1160	1262	1077
ENSSSCG00000003590	334	412	1045	1465	271	263	409	277	186	292	231	197
ENSSSCG00000003591	1985	2383	4806	4326	2948	3152	6314	5097	5437	5216	5826	4789
ENSSSCG00000003592	4091	3691	12123	12982	4157	4080	8453	7289	2375	3198	3220	2727
ENSSSCG00000003596	1780	1952	2672	2606	1949	1791	2916	2525	1783	1840	1798	1862
ENSSSCG00000003599	0	0	0	0	0	0	0	0	1	4	0	1
ENSSSCG00000003600	169	189	436	416	422	550	929	952	692	971	841	715
ENSSSCG00000003601	6	10	22	16	3	9	23	11	3	9	3	11
ENSSSCG00000003603	9918	6864	59756	64867	10977	22696	113655	108596	15021	21412	21790	14000
ENSSSCG00000003604	727	822	4338	4921	1034	831	2274	2555	529	720	713	548
ENSSSCG00000003606	1	2	7	10	1	2	8	2	0	1	3	2
ENSSSCG00000003608	9	6	29	52	3	6	33	71	34	24	17	32
ENSSSCG00000003610	282	333	663	690	466	424	950	967	601	587	532	556
ENSSSCG00000003612	3801	4376	4020	3922	4604	3615	5550	4489	3445	4220	3887	3899
ENSSSCG00000003613	2076	2087	4133	3965	1643	1579	4593	4353	3223	3220	3420	2921
ENSSSCG00000003616	7	4	32	29	50	46	42	47	151	116	77	143
ENSSSCG00000003617	970	894	1891	2011	1087	1070	2746	2378	1893	1901	1911	1660
ENSSSCG00000003619	85	93	473	431	180	191	465	376	158	184	222	221
ENSSSCG00000003620	131	128	302	265	219	183	412	345	299	389	412	336
ENSSSCG00000003621	105	107	295	351	280	346	535	441	779	698	798	654
ENSSSCG00000003622	12	7	37	25	2	6	129	63	42	42	53	41
ENSSSCG00000003623	5	0	10	12	2	2	22	9	1	1	3	2
ENSSSCG00000003627	1441	1507	2983	3009	2303	2652	4094	3622	4235	4400	4215	4317
ENSSSCG00000003628	1210	1307	1893	1723	902	986	2214	1636	1309	1254	1364	1102
ENSSSCG00000003630	2051	2017	4608	4203	2419	2616	5778	5008	3762	3825	4106	3524
ENSSSCG00000003632	0	1	4	17	3	0	7	12	1	5	1	2
ENSSSCG00000003633	5	4	16	34	14	7	14	20	5	14	17	12
ENSSSCG00000003634	572	677	1522	1347	1045	854	1413	1377	690	940	835	841
ENSSSCG00000003637	3493	3491	5975	5705	11009	12080	5804	5805	8881	13194	11355	9562
ENSSSCG00000003640	5	9	54	140	22	30	203	76	27	35	33	41
ENSSSCG00000003642	478	457	1341	1381	795	1101	2352	2197	2524	2419	3165	2383
ENSSSCG00000003643	3382	3543	3929	4026	2784	2798	4694	3720	3310	3423	3401	3088
ENSSSCG00000003644	817	1132	2240	1890	2023	2205	1535	1392	2113	2703	2751	2157
ENSSSCG00000003645	877	842	1097	1200	952	1006	1863	1541	1317	1223	1149	1257
ENSSSCG00000003646	15	66	168	124	24	28	18	0	5	25	20	10
ENSSSCG00000003648	1140	1418	2630	2530	2205	2438	4255	3423	2663	2843	2739	2799
ENSSSCG00000003650	50	58	49	77	74	77	154	138	112	105	103	89
ENSSSCG00000003651	97	91	152	138	79	102	360	208	148	190	157	134
ENSSSCG00000003652	726	764	1682	1655	2113	2064	2304	2129	2921	3616	3516	3337
ENSSSCG00000003653	2461	2654	3040	2817	2715	2506	4855	3649	2974	3636	2715	3180
ENSSSCG00000003654	6929	6965	5754	5096	10175	15360	11699	10593	19461	14205	18225	14376
ENSSSCG00000003655	208	97	138	117	125	238	185	158	360	334	251	233
ENSSSCG00000003659	5	6	24	15	4	4	20	17	4	10	5	9
ENSSSCG00000003660	4023	4355	5216	5194	10488	9978	7567	5934	8488	10304	10231	8851
ENSSSCG00000003662	20	19	25	28	580	515	36	48	1922	1642	2398	1627
ENSSSCG00000003663	230	347	1118	975	382	378	970	896	318	386	315	358
ENSSSCG00000003664	1246	1465	2898	2717	1915	1871	4070	3643	2784	3013	2939	2685
ENSSSCG00000003666	0	0	1	2	0	1	0	0	2	0	0	2
ENSSSCG00000003667	257	315	535	591	380	476	1696	1690	2225	1901	2201	1833
ENSSSCG00000003669	85	99	73	53	207	229	133	9	16	49	45	32
ENSSSCG00000003670	870	1114	2022	2311	1656	1869	3357	2809	2935	2685	2689	2884
ENSSSCG00000003672	6527	6773	11142	10544	5316	5334	15869	12919	6180	6256	6756	6336
ENSSSCG00000003673	1091	1210	2086	2066	2342	2362	3456	3011	4726	4350	4409	4709
ENSSSCG00000003679	1426	1389	3249	2973	2046	2116	3956	3169	2298	2692	2973	2299
ENSSSCG00000003680	2340	2241	3466	3248	3700	3673	3880	3232	3362	3665	3741	3292
ENSSSCG00000003682	601	794	2199	2298	1864	2569	4004	3603	4463	4032	3713	4380
ENSSSCG00000003684	301	359	538	443	1094	1502	426	182	1873	1786	1707	1763
ENSSSCG00000003687	2863	2769	4478	5189	4621	5312	7872	6870	4247	6100	5256	3945
ENSSSCG00000003690	95	90	494	404	88	59	407	330	35	22	70	56
ENSSSCG00000003691	11603	12889	10784	10553	13515	16111	15600	12043	12853	13406	12268	12700
ENSSSCG00000003693	19161	17957	149	105	37019	46464	339	435	35762	36387	43290	29303
ENSSSCG00000003694	7731	7092	11092	11172	12109	12715	20584	22206	11055	11111	10087	11788
ENSSSCG00000003697	931	991	1270	1331	743	603	1841	1376	759	742	568	777
ENSSSCG00000003699	22	49	55	48	108	113	170	32	1031	376	656	613
ENSSSCG00000003700	180	195	543	627	538	931	1385	1154	1857	1578	1570	1934
ENSSSCG00000003701	2230	2619	2552	2659	1970	1894	4443	3285	2171	2293	2036	2061
ENSSSCG00000003702	99	97	777	553	106	108	2245	1623	250	191	285	235
ENSSSCG00000003703	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003704	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003705	164	233	681	695	148	149	412	394	290	288	297	224
ENSSSCG00000003707	286	247	480	519	323	373	955	897	536	577	726	550
ENSSSCG00000003708	350	435	542	605	567	745	1996	1822	967	965	917	848
ENSSSCG00000003709	549	1259	3160	1960	118	257	2628	2348	2215	1179	1886	1321
ENSSSCG00000003710	191	212	402	371	311	273	700	837	488	500	506	510
ENSSSCG00000003711	5	5	34	18	11	20	67	76	52	53	80	56
ENSSSCG00000003712	1420	1080	3555	3570	1582	1586	3707	3607	2574	2629	2856	2451
ENSSSCG00000003713	783	804	2260	2301	1188	1498	3271	2696	1906	2064	1815	1965
ENSSSCG00000003715	1802	1641	8728	10255	2582	2404	5033	5195	2354	2485	2840	2321
ENSSSCG00000003716	1378	1329	4071	4232	2155	2228	5538	4855	3664	3652	3805	3764
ENSSSCG00000003717	2	0	5	2	1	3	14	11	28	13	9	19
ENSSSCG00000003718	125	143	162	259	172	236	234	228	227	233	211	224
ENSSSCG00000003719	238	251	1229	1038	164	125	872	586	343	314	426	354
ENSSSCG00000003721	242	202	1050	1197	83	54	204	148	150	132	104	188
ENSSSCG00000003722	2852	2624	4397	4896	1667	766	2026	1272	634	1242	1145	568
ENSSSCG00000003726	65	133	490	269	1	2	1683	26	13	10	19	10
ENSSSCG00000003728	811	836	1979	2220	1617	1911	3730	3223	2974	2698	2731	2808
ENSSSCG00000003729	154	141	672	673	504	657	2009	2157	2044	1405	1652	1764
ENSSSCG00000003730	242	290	856	820	631	549	1148	923	1053	1066	937	1044
ENSSSCG00000003731	840	1015	1310	1333	1455	1412	1315	1001	1538	1549	1514	1544
ENSSSCG00000003732	10	14	27	22	7	9	42	22	28	15	21	25
ENSSSCG00000003733	7	14	33	55	2	8	101	123	16	12	10	15
ENSSSCG00000003736	221	247	550	646	425	494	594	499	1059	2207	3165	900
ENSSSCG00000003737	7	3	53	91	15	9	7	5	9	11	14	11
ENSSSCG00000003738	1461	1571	3731	4354	1984	1964	4253	3667	2439	2658	2795	2549
ENSSSCG00000003740	50	51	99	122	85	73	195	158	112	101	98	100
ENSSSCG00000003741	365	509	1072	1022	739	758	1695	1547	1472	1462	1458	1451
ENSSSCG00000003743	3518	3466	7680	7944	4599	4737	10445	12481	6776	7114	6287	7070
ENSSSCG00000003744	30	42	87	52	11	25	103	95	145	118	194	117
ENSSSCG00000003746	14	16	11	8	12	11	36	18	11	15	19	14
ENSSSCG00000003747	200	262	414	482	349	393	791	701	424	545	510	419
ENSSSCG00000003748	9	26	19	30	7	8	30	19	14	14	18	11
ENSSSCG00000003749	792	860	1380	1436	1134	1277	2186	1799	1794	1813	1709	1797
ENSSSCG00000003753	9	3	7	10	8	2	18	17	13	6	18	9
ENSSSCG00000003754	0	0	0	0	0	0	0	0	0	1	1	0
ENSSSCG00000003755	10	6	34	77	2	9	38	110	37	32	36	33
ENSSSCG00000003756	27	59	22	36	390	149	40	34	21	32	38	17
ENSSSCG00000003757	646	838	1104	996	1567	1384	1633	1192	1365	1427	1496	1363
ENSSSCG00000003758	2	2	3	2	11	9	13	1	41	29	24	34
ENSSSCG00000003760	105	137	118	140	288	297	135	158	667	724	647	629
ENSSSCG00000003761	5825	5808	19511	18003	6605	6627	11143	9439	10197	10555	10158	10431
ENSSSCG00000003762	203	186	490	486	621	608	986	1136	2105	1666	1832	1867
ENSSSCG00000003763	131	109	212	243	173	210	772	580	570	521	429	430
ENSSSCG00000003766	691	682	1172	1467	2291	3039	2829	2540	4744	3839	3815	5204
ENSSSCG00000003768	5349	4713	949	1385	6994	11336	1650	1361	13636	12420	12486	13383
ENSSSCG00000003770	216	269	704	679	585	618	1008	821	1415	1363	1347	1453
ENSSSCG00000003771	2699	2957	4619	4775	4070	4294	6888	5775	10476	9477	9791	9870
ENSSSCG00000003772	1345	1486	2577	2982	1901	2210	4652	3956	2916	2860	2911	2814
ENSSSCG00000003773	421	319	746	729	394	309	768	657	409	365	294	410
ENSSSCG00000003775	501	547	951	1248	1201	1495	3273	2691	2633	2610	2453	2582
ENSSSCG00000003776	1362	1376	1724	1751	2334	2788	3890	2779	5017	3675	3548	4723
ENSSSCG00000003777	9	22	32	39	17	22	83	11	20	97	158	41
ENSSSCG00000003778	0	1	30	2	1	2	0	0	3	48	59	8
ENSSSCG00000003779	73	79	116	135	143	136	396	319	318	329	241	311
ENSSSCG00000003780	392	374	483	478	606	718	1291	1060	1009	1178	1118	1146
ENSSSCG00000003781	20	19	27	39	19	22	13	22	18	16	14	14
ENSSSCG00000003783	177	161	537	579	420	608	1137	1044	1021	1459	1113	1244
ENSSSCG00000003784	1	0	26	22	16	5	39	24	10	21	15	35
ENSSSCG00000003787	1073	1157	2218	2360	2290	2608	4993	4250	8241	8177	7386	8249
ENSSSCG00000003788	115	24	1147	704	41	21	155	226	75	55	43	69
ENSSSCG00000003789	82	73	112	99	97	71	165	152	226	163	197	197
ENSSSCG00000003790	390	423	985	953	639	645	1268	1113	1282	1126	1220	1269
ENSSSCG00000003791	1480	1704	2697	2724	2406	2724	7475	7207	9250	8686	8998	9386
ENSSSCG00000003792	563	586	1162	1105	572	631	1225	923	598	659	599	684
ENSSSCG00000003793	77	36	88	102	152	163	155	114	182	186	201	204
ENSSSCG00000003794	0	0	4	6	1	5	4	1	19	8	14	7
ENSSSCG00000003795	5273	6800	17626	16349	2367	2749	8483	6960	2821	2574	2789	2449
ENSSSCG00000003797	81	62	302	560	105	70	135	142	128	94	75	139
ENSSSCG00000003798	18469	19176	24827	22181	24121	22195	28365	23944	25613	26688	21894	26009
ENSSSCG00000003799	21	11	82	86	25	31	113	119	136	98	140	137
ENSSSCG00000003801	8	1	31	19	8	6	68	90	96	66	91	88
ENSSSCG00000003803	0	1	2	11	7	3	14	14	14	12	14	9
ENSSSCG00000003805	995	768	1621	1788	1540	2460	5126	5001	3419	2817	2056	3715
ENSSSCG00000003806	2095	2487	5596	5338	2723	3019	8441	7697	4355	4213	4211	4314
ENSSSCG00000003807	61	40	164	142	81	40	184	218	153	88	174	114
ENSSSCG00000003809	5138	4941	7549	7620	6641	7594	11984	11454	10994	11064	10486	9739
ENSSSCG00000003811	1015	767	4422	4168	260	362	2729	1806	472	364	517	392
ENSSSCG00000003812	3398	3513	3318	3567	10855	9209	4478	3835	9704	10952	9291	10847
ENSSSCG00000003815	98	93	315	297	304	324	467	387	894	851	800	974
ENSSSCG00000003816	120	165	505	479	255	252	674	568	477	427	385	500
ENSSSCG00000003818	2557	2439	3652	3740	2715	3152	5451	4395	4082	4035	4250	3719
ENSSSCG00000003819	0	0	3	2	5	5	8	22	47	31	33	28
ENSSSCG00000003820	2847	3329	6030	6756	4011	4255	7489	6229	5441	5436	4701	5541
ENSSSCG00000003821	855	791	2139	2139	375	624	2650	2011	603	695	720	628
ENSSSCG00000003823	1	0	1	3	0	0	0	0	0	0	0	0
ENSSSCG00000003825	76	108	255	208	29	22	277	213	52	73	99	45
ENSSSCG00000003826	73	126	333	347	9	11	409	182	25	40	28	21
ENSSSCG00000003828	171	181	290	244	292	333	674	470	456	423	434	402
ENSSSCG00000003830	256	260	845	967	564	1009	2775	2795	5135	4102	4551	4749
ENSSSCG00000003831	110	118	259	247	201	305	475	432	420	427	403	474
ENSSSCG00000003832	612	1660	4127	2806	8	10	1120	45	5	2	6	3
ENSSSCG00000003833	88	70	335	272	61	102	590	340	128	144	166	152
ENSSSCG00000003834	0	1	1	8	3	4	12	4	34	15	19	13
ENSSSCG00000003835	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003839	4658	4278	18026	17950	9944	8906	28855	26945	11996	12512	11226	11731
ENSSSCG00000003843	193	285	771	858	399	466	1027	994	529	589	538	535
ENSSSCG00000003844	1025	1033	1143	1278	1448	1271	1618	1316	1248	1466	1534	1277
ENSSSCG00000003845	0	7	0	1	1	2	1	4	12	15	12	14
ENSSSCG00000003846	8	20	172	138	0	0	295	284	4	5	5	3
ENSSSCG00000003847	1	1	11	7	1	0	9	7	2	3	4	7
ENSSSCG00000003848	41	77	166	147	83	61	363	194	138	116	113	139
ENSSSCG00000003849	754	881	1165	1290	1056	1066	2231	1560	1149	1452	1226	1326
ENSSSCG00000003850	1623	1971	2149	2111	1967	1826	3537	2568	2074	2515	2066	2286
ENSSSCG00000003851	243	267	725	676	507	596	1606	1436	1031	764	974	861
ENSSSCG00000003852	9	11	18	12	4	2	37	17	4	5	7	2
ENSSSCG00000003854	299	398	534	623	863	946	2176	2321	1702	1497	1579	1607
ENSSSCG00000003857	991	1013	1954	1962	2859	3223	2589	2254	3871	3766	4204	3445
ENSSSCG00000003859	1451	1497	2284	2310	3452	3701	3299	3120	6563	7087	7188	6352
ENSSSCG00000003861	936	1227	1448	1351	676	562	1508	1095	545	565	591	551
ENSSSCG00000003862	298	322	781	716	411	467	1202	1009	1172	980	1206	1008
ENSSSCG00000003863	1382	1470	2933	2984	1626	1980	3418	2989	2530	2566	2591	2246
ENSSSCG00000003867	2453	2627	3414	3653	2179	2192	3985	3504	1983	2450	1956	2048
ENSSSCG00000003868	0	0	0	0	0	0	0	0	3	0	3	2
ENSSSCG00000003870	2045	2039	3302	3359	2137	2354	5147	4385	4157	3898	4310	4060
ENSSSCG00000003872	3176	3121	4151	4073	5989	6231	8333	7384	6282	6406	6369	6296
ENSSSCG00000003875	64	76	239	191	119	137	617	489	219	252	264	263
ENSSSCG00000003876	290	271	1056	951	880	778	1662	1298	1118	1377	1023	1328
ENSSSCG00000003877	1343	1401	1652	1676	1828	1760	2424	1988	2253	2282	2605	2222
ENSSSCG00000003881	190	169	237	270	241	179	378	359	543	482	482	406
ENSSSCG00000003882	3	6	36	36	5	4	53	14	5	12	18	11
ENSSSCG00000003884	0	0	3	2	1	0	0	0	0	0	0	0
ENSSSCG00000003885	1832	1801	2519	2942	2763	2946	5098	3544	3362	3791	3280	3518
ENSSSCG00000003888	595	630	835	906	633	514	1343	1022	841	879	910	781
ENSSSCG00000003889	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003891	0	0	3	2	0	0	0	0	0	0	0	0
ENSSSCG00000003892	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003894	21	28	270	176	0	0	43	2	1	0	0	0
ENSSSCG00000003895	1365	1339	3365	3259	2462	2357	4248	3699	3524	3382	3590	3592
ENSSSCG00000003897	370	408	1475	1390	1316	1374	1920	2397	1774	1479	1537	1777
ENSSSCG00000003898	423	550	1285	1166	925	945	2210	1994	1491	1307	1425	1349
ENSSSCG00000003900	0	0	7	4	0	0	13	15	0	0	0	0
ENSSSCG00000003901	101	148	93	88	400	339	146	138	325	409	327	391
ENSSSCG00000003903	1815	2125	2618	2477	3090	3255	5337	4227	6005	5261	4605	6302
ENSSSCG00000003904	1474	1491	3446	3291	2920	2460	3589	3614	2759	3020	3079	2846
ENSSSCG00000003905	501	511	744	734	515	494	1041	825	725	679	736	679
ENSSSCG00000003908	8	20	31	34	35	52	23	9	62	54	74	63
ENSSSCG00000003909	930	718	1924	1755	887	670	1678	1590	1382	1206	1998	1062
ENSSSCG00000003913	1559	1763	3515	3345	2577	1897	3380	3111	2544	2677	3566	2353
ENSSSCG00000003914	6820	7438	9679	9209	3657	3749	13513	10038	3700	4133	3665	3609
ENSSSCG00000003917	71	112	266	359	219	279	721	499	503	448	433	430
ENSSSCG00000003918	273	350	578	596	459	412	805	720	472	491	526	425
ENSSSCG00000003919	113	135	239	278	245	244	741	756	557	596	551	581
ENSSSCG00000003920	40	47	76	50	221	210	41	53	420	414	307	500
ENSSSCG00000003921	24	35	164	141	19	34	119	86	75	69	84	51
ENSSSCG00000003922	584	668	1207	1214	1065	919	1642	1465	1047	1221	1168	1191
ENSSSCG00000003923	479	537	1298	1201	801	932	1912	1904	1462	1471	1497	1490
ENSSSCG00000003926	108	144	802	787	210	257	1386	1732	550	595	640	510
ENSSSCG00000003928	106	141	394	404	153	196	592	687	201	198	268	197
ENSSSCG00000003929	0	2	6	8	5	1	5	11	18	13	31	30
ENSSSCG00000003930	57793	76763	91523	86323	71762	69045	168047	118955	66003	74335	54985	74788
ENSSSCG00000003931	762	852	1074	1170	650	639	1676	1392	702	684	727	740
ENSSSCG00000003935	0	0	2	5	3	5	18	13	18	16	17	10
ENSSSCG00000003940	746	961	1832	1528	1555	1453	1935	1735	1311	1687	1171	1555
ENSSSCG00000003941	498	531	1810	1516	1190	1289	2159	2314	2441	2199	2796	2147
ENSSSCG00000003943	580	698	975	910	951	944	1296	1290	1076	1253	1095	1239
ENSSSCG00000003949	1397	1513	2577	2380	1791	1427	3067	2442	1191	1428	1294	1339
ENSSSCG00000003950	587	668	3139	2640	1788	1752	3461	5412	3864	3302	3791	3967
ENSSSCG00000003951	7	38	66	50	1	5	29	8	10	7	12	20
ENSSSCG00000003954	3	0	22	16	0	4	16	12	2	3	2	4
ENSSSCG00000003955	0	2	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003957	0	0	0	0	0	0	1	0	0	0	0	0
ENSSSCG00000003958	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003959	0	0	0	0	0	0	0	0	0	0	0	0
ENSSSCG00000003960	0	0	0	0	0	0	0	0	1	0	0	0
ENSSSCG00000003964	1155	1375	1354	1367	1201	1129	1874	1520	1570	1597	1472	1541
ENSSSCG00000003965	137	116	187	243	92	92	423	329	367	260	349	315
ENSSSCG00000003967	0	0	1	4	2	1	4	6	12	5	7	4
ENSSSCG00000003970	3	0	12	12	0	0	3	3	0	6	0	0
ENSSSCG00000003971	254	298	724	739	615	559	897	794	841	875	976	830
ENSSSCG00000003972	6	3	37	19	35	20	33	36	51	68	58	63
ENSSSCG00000003973	610	535	922	1026	760	612	1230	939	550	603	709	524
ENSSSCG00000003975	18	14	124	131	415	597	406	369	6117	5668	5231	6235
ENSSSCG00000003976	1370	1669	2649	2560	2496	2309	2744	2719	3361	3271	3542	3290
ENSSSCG00000003979	56	74	224	212	175	165	502	429	610	499	616	613
ENSSSCG00000003980	1003	1130	2484	2319	1379	1397	3102	2741	1484	1607	1473	1574
ENSSSCG00000003981	371	357	982	976	783	875	2059	1863	1368	1328	1361	1442
ENSSSCG00000003983	833	917	1972	1953	1070	1021	3760	3596	1425	1340	1674	1375
ENSSSCG00000003984	733	869	1311	1387	934	1060	1869	1769	1338	1491	1186	1460
ENSSSCG00000003986	328	408	664	666	739	632	1364	1401	1395	1342	1394	1398
ENSSSCG00000003987	178	185	738	768	400	504	1215	1261	870	777	798	723
ENSSSCG00000003989	167	202	402	504	237	380	1192	1074	1677	1364	1696	1248
ENSSSCG00000003990	36	85	194	226	146	144	530	433	664	641	697	633
ENSSSCG00000003995	391	519	1156	1168	735	790	1940	1775	2095	1944	1911	1871
ENSSSCG00000003998	37	61	148	181	211	195	285	217	290	306	250	240
ENSSSCG00000004001	13	7	2	1	27	36	5	3	5	14	4	5
ENSSSCG00000004002	13692	18879	28256	24141	27176	20672	32252	26606	16747	22666	15286	20157
ENSSSCG00000004004	118	118	334	250	222	201	457	378	343	374	304	329
ENSSSCG00000004008	8	15	52	49	40	39	87	101	134	120	154	130
ENSSSCG00000004009	2	5	19	9	7	9	50	54	101	52	77	75
ENSSSCG00000004010	290	353	647	670	588	706	1270	1284	1813	1564	1826	1729
ENSSSCG00000004012	4558	2795	10712	24191	10162	9965	21721	17100	10444	14520	15983	10728
ENSSSCG00000004013	602	937	4966	6907	1136	336	2391	1896	755	1007	1188	962
ENSSSCG00000004016	0	4	5	9	3	3	19	16	18	16	6	9
ENSSSCG00000004017	2	14	37	56	74	29	49	24	11	31	17	19
ENSSSCG00000004018	954	1177	3086	2494	1227	1102	3422	2801	2446	2000	2333	2056
ENSSSCG00000004020	316	417	881	740	761	749	1378	1247	967	983	1065	982
ENSSSCG00000004022	539	656	986	988	1787	1809	1225	1297	2879	3044	3255	2742
ENSSSCG00000004023	365	382	606	651	545	520	1109	913	586	631	576	554
ENSSSCG00000004024	569	704	1701	1271	728	821	3177	2993	991	944	876	1031
ENSSSCG00000004027	129	182	306	289	163	221	299	261	301	248	242	269
ENSSSCG00000004029	4647	4909	8938	8783	11111	11896	10416	9943	24868	21001	20344	24267
ENSSSCG00000004032	48	43	43	49	131	131	113	97	187	204	156	174
ENSSSCG00000004033	273	345	442	615	334	326	422	310	257	338	279	218
ENSSSCG00000004037	612	664	1193	1072	1319	1156	1552	1352	2866	2304	3026	2368
ENSSSCG00000004038	3	3	7	11	3	7	20	18	30	37	32	30
ENSSSCG00000004039	139	113	444	363	518	390	177	206	664	367	424	702
ENSSSCG00000004040	0	5	0	0	0	0	2	1	2	0	1	1
ENSSSCG00000004041	0	0	4	0	0	1	2	1	0	1	0	0
ENSSSCG00000004044	2378	2367	1328	2895	6105	7647	7586	5908	12414	10327	13602	10747
ENSSSCG00000004046	8	1	8	13	10	12	21	29	63	52	53	66
ENSSSCG00000004047	626	800	1139	1077	1267	1201	1797	1422	1536	1486	1314	1402
ENSSSCG00000004048	6140	6414	6519	6803	6400	5669	7962	5802	5944	6181	6358	5929
ENSSSCG00000004049	2001	2613	2358	2289	1285	1020	2656	1273	858	985	985	768
ENSSSCG00000004050	2373	2782	4751	4845	3564	3622	6700	5421	4345	4436	4195	4713
ENSSSCG00000004052	2069	1977	3703	5218	20894	31631	58936	38602	19789	19666	24450	19095
ENSSSCG00000004053	26	60	132	116	42	41	141	143	141	102	153	149
ENSSSCG00000004054	7	24	35	23	22	31	38	22	9	18	17	17
ENSSSCG00000004055	59	54	122	131	84	67	214	176	145	121	125	128
ENSSSCG00000004057	4	6	21	6	6	2	18	28	5	4	6	6
ENSSSCG00000004058	4098	5902	12001	10769	4619	4587	12180	6409	5370	9326	7599	6205
ENSSSCG00000004064	1030	1329	3450	3002	2438	2373	3787	3391	4539	4477	5313	4306
ENSSSCG00000004065	348	271	860	1150	574	556	1121	818	797	902	1047	742
ENSSSCG00000004068	2	0	2	0	6	3	8	12	22	12	20	8
ENSSSCG00000004070	1795	1945	3803	3813	2628	3010	5303	4783	4017	3676	4141	3930
ENSSSCG00000004071	889	1008	2598	2668	1441	1336	3135	3403	1418	1690	1585	1404
ENSSSCG00000004074	0	0	1	7	0	4	8	4	12	7	19	4
ENSSSCG00000004075	58	47	235	281	62	76	320	300	112	94	124	110
ENSSSCG00000004076	96	74	258	266	209	281	558	597	591	535	546	496
ENSSSCG00000004077	226	269	502	564	367	348	757	726	499	516	497	580
ENSSSCG00000004078	3	5	14	19	7	6	15	12	36	28	28	35
ENSSSCG00000004081	23	27	28	32	52	42	113	108	170	282	218	142
ENSSSCG00000004082	1369	1455	945	958	5903	6934	2665	2531	19879	13998	20227	15054
ENSSSCG00000004087	39	34	62	65	127	55	215	178	344	326	415	288
ENSSSCG00000004088	404	392	620	740	468	486	1117	824	664	665	704	673
ENSSSCG00000004089	241	314	299	293	252	252	647	559	560	448	488	543
ENSSSCG00000004090	182	283	602	593	412	401	871	783	410	544	477	463
ENSSSCG00000004092	1071	1020	1882	1869	884	693	2435	2507	828	783	774	755
ENSSSCG00000004093	2	2	7	1	5	5	10	27	44	36	50	56
ENSSSCG00000004094	113	170	205	156	36	64	785	128	72	141	136	96
ENSSSCG00000004096	0	2	4	5	3	5	2	2	24	19	10	13
ENSSSCG00000004101	38	37	155	133	107	99	249	229	266	183	221	250
ENSSSCG00000004103	1548	1580	2393	2584	2019	2105	3331	2960	3396	3472	3026	3729
ENSSSCG00000004104	944	995	1520	1570	882	1043	2503	2165	1389	1492	1552	1327
ENSSSCG00000004105	611	617	1055	1075	655	574	1529	1297	1249	1154	1304	1181
ENSSSCG00000004106	806	890	2893	3045	1902	2343	3949	3530	4514	3807	4202	4379
ENSSSCG00000004109	0	0	11	11	3	3	36	32	16	7	5	17
ENSSSCG00000004110	2369	2757	5212	5453	4875	5394	7465	6872	6600	7151	7232	6615
ENSSSCG00000004113	638	643	1751	1792	1303	1387	1600	1674	2075	2757	2735	2324
ENSSSCG00000004114	12	17	34	62	24	43	193	160	112	138	146	111
